Date,Symbole,Titre,Cotation_Volume,Cotation_Valeur,Cours_Precedent,Cours_Ouv,Cours_Clot,Cours_Moy,Variation,Variation_Ann_Prec,Cours_Reference,Ecarts_Maximaux_Bas,Ecarts_Maximaux_Haut,Dernier_Dividende_Montant_Net,Dernier_Dividende_Date,Comp,Rdt_Net,PER
2016-08-31,BOABF,BOA BURKINA FASO,29,4 126 700,142 300,142 300,142 300,142 300,"0,00%","18,58%",142 300,131 630,152 970,"6 930,00",04/05/2016,1er,"4,70%","13,01"
2016-08-31,BOAC,BOA CI,100,16 986 985,170 000,170 000,170 000,169 870,"0,00%","36,00%",170 000,157 250,182 750,"5 480,00",08/05/2016,1er,"3,65%","20,63"
2016-08-31,BOAN,BOA NIGER,28,2 660 000,95 000,95 000,95 000,95 000,"0,00%","11,76%",95 000,87 875,102 125,"4 910,00",19/05/2016,1er,"5,07%","16,39"
2016-08-31,BOAS,BOA SENEGAL,1,64 720,60 205,64 720,64 720,64 720,"7,50%","-18,08%",64 720,59 870,69 570,"750,00",01/08/2016,1er,"1,16%","37,36"
2016-08-31,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),300 467,8 426 153,28,27,29,28,"3,57%","-39,58%",29,27,31,"1,99",19/07/2013,1er,"0,00%","8,19"
2016-08-31,SAFC,SAFCA CI,,,28 000,NC,NC,NC,,"-15,15%",28 000,25 900,30 100,"23,04",31/07/2011,1er,"0,00%","51,23"
2016-08-31,SGBC,SGCI,137,18 167 990,130 995,134 995,135 000,132 613,"3,06%","0,75%",135 000,12 487,145 125,"5 228,00",28/06/2016,1er,"3,87%","15,54"
2016-08-31,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,39,10 335 150,265 000,265 005,265 000,265 004,"0,00%","-16,01%",265 000,245 125,284 875,"9 581,00",28/06/2016,1er,"3,62%","39,37"
2016-08-31,SVOC,MOVIS CI,50,240 500,5 200,4 810,4 810,4 810,"-7,50%","-5,69%",4 810,4 450,5 170,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-08-31,PALC,PALM CÔTE D'IVOIRE,405,4 057 855,10 200,10 200,10 200,10 019,"0,00%","-15,00%",10 200,9 435,10 965,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-08-31,SICC,SICOR CI,,,5 300,NC,NC,NC,,"-35,91%",5 300,4 905,5 695,"1 919,00",25/10/2000,1er,"0,00%","46,60"
2016-08-31,SOGC,SOGB CI,133,4 393 755,33 350,33 000,32 505,33 036,"-2,53%","26,97%",32 505,30 070,34 940,"1 710,00",25/07/2016,1er,"5,26%","11,72"
2016-08-31,SPHC,SAPH CI,,,12 600,NC,NC,NC,,"9,57%",12 600,11 655,13 545,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-08-31,ABJC,SERVAIR ABIDJAN CI,146,21 890 000,149 000,149 000,150 000,149 932,"0,67%","76,47%",150 000,138 750,161 250,"50,00",24/07/2016,1er,"1,20%","51,72"
2016-08-31,BNBC,BERNABE CI,12,1 968 000,164 000,164 000,164 000,164 000,"0,00%","-8,84%",164 000,151 700,176 300,"5 500,00",08/07/2016,1er,"3,35%","23,18"
2016-08-31,CFAC,CFAO MOTORS CI,18,1 854 210,103 005,103 005,103 020,103 012,"0,01%","13,21%",103 020,95 295,110 745,"2 297,70",29/07/2016,2eme,"2,23%","40,35"
2016-08-31,PRSC,TRACTAFRIC MOTORS CI,,,498 900,NC,NC,NC,,"23,19%",498 900,461 485,536 315,"13 050,00",29/07/2016,1er,"2,62%","28,69"
2016-08-31,SHEC,VIVO ENERGY CI,236,38 895 905,162 000,164 000,162 000,164 813,"0,00%","133,51%",162 000,149 850,174 150,"1 665,00",27/07/2016,2eme,"1,03%","62,51"
2016-08-31,TTLC,TOTAL CI,29 937,575 990 065,19 325,19 325,20 000,19 240,"3,49%","-4,53%",20 000,18 500,21 500,"485,00",30/08/2016,1er,"2,25%","46,51"
2016-08-31,TTLS,TOTAL SN,93,2 181 905,23 400,23 400,23 500,23 461,"0,43%","-10,31%",23 500,21 740,25 260,"935,00",25/07/2016,1er,"3,98%","19,37"
2016-08-31,STAC,SETAO CI,,,39 995,NC,NC,NC,,"-24,12%",39 995,37 000,42 990,,,2eme,"0,00%","15,80"
2016-09-01,CABC,SICABLE CI,38,3 608 525,95 000,95 005,94 500,94 961,"-0,53%","-23,48%",94 500,87 415,101 585,"1 200,00",28/07/2016,1er,"1,27%","19,95"
2016-09-01,FTSC,FILTISAC CI,40,1 078 750,27 450,27 000,26 750,26 969,"-2,55%","-10,82%",26 750,24 745,28 755,"161,27",18/08/2016,1er,"3,91%","24,00"
2016-09-01,NEIC,NEI-CEDA CI,3,10 500,3 400,3 500,3 500,3 500,"2,94%","-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-01,NTLC,NESTLE CI,7,423 500,60 500,60 500,60 500,60 500,"0,00%","21,00%",60 500,55 965,65 035,"31,50",29/09/2011,2eme,"0,00%","21,30"
2016-09-01,SEMC,CROWN SIEM CI,8,404 040,50 105,50 505,50 505,50 505,"0,80%","12,25%",50 005,46 720,54 290,"1 215,00",28/08/2015,2eme,-,"40,54"
2016-09-01,SIVC,AIR LIQUIDE CI,503,8 550 500,17 050,17 000,17 000,16 999,"-0,29%","-15,00%",17 000,15 725,18 275,"630,00",18/08/2015,1er,-,"17,66"
2016-09-01,SLBC,SOLIBRA CI,4,752 020,188 005,188 005,188 005,188 005,"0,00%","-1,05%",188 005,173 905,202 105,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-01,SMBC,SMB CI,231,6 466 275,27 605,27 605,28 000,27 993,"1,43%","47,37%",28 000,25 900,30 100,"450,00",19/07/2012,1er,"0,00%","9,86"
2016-09-01,STBC,SITAB CI,107,16 497 135,154 000,153 105,154 005,154 179,"0,00%","-1,28%",154 005,142 455,165 555,"8 150,00",09/07/2016,1er,"5,29%","15,04"
2016-09-01,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-01,UNLC,UNILEVER CI,26,636 475,26 000,25 500,25 995,24 480,"-0,02%","3,98%",25 995,24 050,27 940,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-01,UNXC,UNIWAX CI,183,4 938 200,27 000,27 000,27 000,26 985,"0,00%","-5,59%",27 000,24 975,29 025,"486,00",01/06/2016,2eme,"1,80%","23,24"
2016-09-01,CIEC,CIE CI,100,7 481 350,73 400,74 000,75 000,74 814,"2,18%","7,15%",75 000,69 375,80 625,"2 661,75",30/04/2015,1er,-,"25,55"
2016-09-01,ONTBF,ONATEL BF,2 008,26 226 285,13 200,13 200,13 200,13 061,"0,00%","-12,00%",13 200,12 210,14 190,"651,00",01/06/2016,1er,"4,93%","17,75"
2016-09-01,SDCC,SODECI,29,2 397 075,85 000,85 000,83 000,82 658,"-2,35%","-20,19%",83 000,76 775,89 225,"3 240,00",30/05/2016,1er,"3,90%","22,70"
2016-09-01,SNTS,SONATEL SN,2 848,64 801 745,22 750,22 750,22 810,22 753,"0,26%","-8,76%",22 810,21 100,24 520,"1 500,00",15/05/2016,1er,"6,58%","10,32"
2016-09-01,BICC,BICICI,3,273 690,91 055,91 230,91 230,91 230,"0,19%","-9,67%",91 230,84 390,98 070,"2 771,41",24/07/2016,1er,"4,64%","16,52"
2016-09-01,BOAB,BOA BENIN,16,3 016 645,186 005,190 000,186 105,188 540,"0,05%","43,16%",186 105,172 150,200 060,"8 100,00",17/05/2016,1er,"4,35%","14,96"
2016-09-01,BOABF,BOA BURKINA FASO,1 446,203 655 455,142 300,145 000,140 000,140 841,"-1,62%","16,67%",140 000,129 500,150 500,"6 930,00",04/05/2016,1er,"4,78%","12,08"
2016-09-01,BOAC,BOA CI,205,35 830 000,170 000,170 000,180 000,174 780,"5,88%","44,00%",180 000,166 500,193 500,"5 480,00",08/05/2016,1er,"3,44%","21,84"
2016-09-01,BOAN,BOA NIGER,57,5 415 050,95 000,95 000,95 000,95 001,"0,00%","11,76%",95 000,87 875,102 125,"4 910,00",19/05/2016,1er,"5,07%","16,39"
2016-09-01,BOAS,BOA SENEGAL,19,1 216 000,64 720,64 000,64 000,64 000,"-1,11%","-18,99%",64 000,59 200,68 800,"750,00",01/08/2016,1er,"1,17%","36,94"
2016-09-01,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),586 008,16 994 032,29,29,29,29,"0,00%","-39,58%",29,27,31,"1,99",19/07/2013,1er,"0,00%","8,19"
2016-09-01,SAFC,SAFCA CI,,,28 000,NC,NC,NC,,"-15,15%",28 000,25 900,30 100,"23,04",31/07/2011,1er,"0,00%","51,23"
2016-09-01,SGBC,SGCI,556,75 059 855,135 000,135 000,135 000,135 000,"0,00%","0,75%",135 000,124 875,145 125,"5 228,00",28/06/2016,1er,"3,87%","15,54"
2016-09-01,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,9,2 407 900,265 000,265 500,265 600,267 544,"0,23%","-15,82%",265 600,245 680,285 520,"9 581,00",28/06/2016,1er,"3,61%","39,46"
2016-09-01,SVOC,MOVIS CI,94,454 140,4 810,4 850,4 810,4 831,"0,00%","-5,69%",4 810,4 450,5 170,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-01,PALC,PALM CÔTE D'IVOIRE,77,786 630,10 200,10 200,10 200,10 216,"0,00%","-15,00%",10 200,9 435,10 965,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-01,SICC,SICOR CI,,,5 300,NC,NC,NC,,"-35,91%",5 300,4 905,5 695,"1 919,00",25/10/2000,1er,"0,00%","46,60"
2016-09-01,SOGC,SOGB CI,74,2 442 000,32 505,33 000,33 000,33 000,"1,52%","28,91%",33 000,30 525,35 475,"1 710,00",25/07/2016,1er,"5,18%","11,89"
2016-09-01,SPHC,SAPH CI,205,2 502 080,12 600,12 500,12 000,12 205,"-4,76%","4,35%",12 000,11 100,12 900,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-01,ABJC,SERVAIR ABIDJAN CI,6,899 975,150 000,150 000,149 995,149 996,"0,00%","76,46%",149 995,138 750,161 240,"50,00",24/07/2016,1er,"1,20%","51,72"
2016-09-01,BNBC,BERNABE CI,5,822 505,164 000,164 500,164 505,164 501,"0,31%","-8,56%",164 505,152 170,176 840,"5 500,00",08/07/2016,1er,"3,34%","23,25"
2016-09-01,CFAC,CFAO MOTORS CI,1,104 600,103 020,104 600,104 600,104 600,"1,53%","14,95%",104 600,96 755,112 445,"2 297,70",29/07/2016,2eme,"2,20%","40,97"
2016-09-01,PRSC,TRACTAFRIC MOTORS CI,10,4 985 945,498 900,498 000,498 995,498 595,"0,02%","23,21%",498 995,461 575,536 415,"13 050,00",29/07/2016,1er,"2,62%","28,70"
2016-09-01,SHEC,VIVO ENERGY CI,142,23 408 930,162 000,164 995,165 000,164 852,"1,85%","137,84%",165 000,152 625,177 375,"1 665,00",27/07/2016,2eme,"1,01%","63,66"
2016-09-01,TTLC,TOTAL CI,221,4 419 900,20 000,20 000,20 000,20 000,"0,00%","-4,53%",20 000,18 500,21 500,"485,00",30/08/2016,1er,"2,25%","46,51"
2016-09-01,TTLS,TOTAL SN,1 750,41 148 885,23 500,23 500,24 300,23 514,"3,40%","-7,25%",24 300,22 480,26 120,"935,00",25/07/2016,1er,"3,85%","20,03"
2016-09-01,STAC,SETAO CI,,,39 995,NC,NC,NC,,"-24,12%",39 995,37 000,42 990,,,2eme,"0,00%","15,80"
2016-09-02,CABC,SICABLE CI,8,736 500,94 500,94 500,88 000,92 063,"-6,88%","-28,74%",88 000,81 400,94 600,"1 200,00",28/07/2016,1er,"1,36%","18,57"
2016-09-02,FTSC,FILTISAC CI,77,2 038 240,26 750,26 750,26 015,26 471,"-2,75%","-13,27%",26 015,24 065,27 965,"161,27",18/08/2016,1er,"4,02%","23,35"
2016-09-02,NEIC,NEI-CEDA CI,,,3 500,NC,NC,NC,,"-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-02,NTLC,NESTLE CI,66,3 898 200,60 500,60 200,59 000,59 064,"-2,48%","18,00%",59 000,54 575,63 425,"31,50",29/09/2011,2eme,"0,00%","20,77"
2016-09-02,SEMC,CROWN SIEM CI,5,253 025,50 505,50 605,50 605,50 605,"0,20%","12,47%",50 605,46 810,54 400,"1 215,00",28/08/2015,2eme,-,"40,62"
2016-09-02,SIVC,AIR LIQUIDE CI,11,185 000,17 000,17 000,16 800,16 818,"-1,18%","-16,00%",16 800,15 540,18 060,"630,00",18/08/2015,1er,-,"17,45"
2016-09-02,SLBC,SOLIBRA CI,13,2 495 000,188 005,190 000,195 000,191 923,"3,72%","2,63%",195 000,180 375,209 625,"4 101,00",30/05/2016,1er,"2,10%","14,19"
2016-09-02,SMBC,SMB CI,3,84 000,28 000,28 000,28 000,28 000,"0,00%","47,37%",28 000,25 900,30 100,"450,00",19/07/2012,1er,"0,00%","9,86"
2016-09-02,STBC,SITAB CI,73,11 315 000,154 005,155 000,155 000,155 000,"0,65%","-0,64%",155 000,143 375,166 625,"8 150,00",09/07/2016,1er,"5,26%","15,13"
2016-09-02,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-02,UNLC,UNILEVER CI,48,1 200 000,25 995,25 000,25 000,25 000,"-3,83%","0,00%",25 000,23 125,26 875,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-02,UNXC,UNIWAX CI,1 134,30 629 935,27 000,27 000,27 000,27 011,"0,00%","-5,59%",27 000,24 975,29 025,"486,00",01/06/2016,2eme,"1,80%","23,24"
2016-09-02,CIEC,CIE CI,38,2 852 650,75 000,75 000,75 005,75 070,"0,01%","7,16%",75 005,69 380,80 630,"2 661,75",30/04/2015,1er,-,"25,55"
2016-09-02,ONTBF,ONATEL BF,585,7 710 765,13 200,13 195,13 130,13 181,"-0,53%","-12,47%",13 130,12 150,14 110,"651,00",01/06/2016,1er,"4,96%","17,66"
2016-09-02,SDCC,SODECI,14,1 140 110,83 000,81 005,81 010,81 436,"-2,40%","-22,10%",81 010,74 935,87 085,"3 240,00",30/05/2016,1er,"4,00%","22,15"
2016-09-02,SNTS,SONATEL SN,23 023,527 167 485,22 810,22 800,22 950,22 897,"0,61%","-8,20%",22 950,21 230,24 670,"1 500,00",15/05/2016,1er,"6,54%","10,38"
2016-09-02,BICC,BICICI,,,91 230,NC,NC,NC,,"-9,67%",91 230,84 390,98 070,"2 771,41",24/07/2016,1er,"4,64%","16,52"
2016-09-02,BOAB,BOA BENIN,9,1 683 015,186 105,187 005,187 000,187 002,"0,48%","43,85%",187 000,172 975,201 025,"8 100,00",17/05/2016,1er,"4,33%","15,03"
2016-09-02,BOABF,BOA BURKINA FASO,8,1 124 040,140 000,140 505,140 505,140 505,"0,36%","17,09%",140 505,129 970,151 040,"6 930,00",04/05/2016,1er,"4,76%","12,85"
2016-09-02,BOAC,BOA CI,5,889 980,180 000,170 000,179 995,177 996,"0,00%","44,00%",179 995,166 500,193 490,"5 480,00",08/05/2016,1er,"3,44%","21,84"
2016-09-02,BOAN,BOA NIGER,31,2 945 080,95 000,95 000,95 005,95 003,"0,01%","11,77%",95 005,87 880,102 130,"4 910,00",19/05/2016,1er,"5,07%","16,39"
2016-09-02,BOAS,BOA SENEGAL,9,585 015,64 000,65 000,65 000,65 002,"1,56%","-17,72%",65 000,60 125,69 875,"750,00",01/08/2016,1er,"1,15%","37,52"
2016-09-02,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),382 943,11 099 247,29,29,29,29,"0,00%","-39,58%",29,27,31,"1,99",19/07/2013,1er,"0,00%","8,19"
2016-09-02,SAFC,SAFCA CI,1,28 500,28 000,28 500,28 500,28 500,"1,79%","-13,64%",28 500,26 365,30 635,"23,04",31/07/2011,1er,"0,00%","52,15"
2016-09-02,SGBC,SGCI,484,65 339 965,135 000,134 995,135 000,135 000,"0,00%","0,75%",135 000,124 875,145 125,"5 228,00",28/06/2016,1er,"3,87%","15,54"
2016-09-02,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,,,265 600,NC,NC,NC,,"-15,82%",265 600,245 680,285 520,"9 581,00",28/06/2016,1er,"3,61%","39,46"
2016-09-02,SVOC,MOVIS CI,26,125 260,4 810,4 850,4 810,4 818,"0,00%","-5,69%",4 810,4 450,5 170,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-02,PALC,PALM CÔTE D'IVOIRE,203,2 085 200,10 200,10 200,10 200,10 272,"0,00%","-15,00%",10 200,9 435,10 965,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-02,SICC,SICOR CI,,,5 300,NC,NC,NC,,"-35,91%",5 300,4 905,5 695,"1 919,00",25/10/2000,1er,"0,00%","46,60"
2016-09-02,SOGC,SOGB CI,2,66 010,33 000,33 005,33 005,33 005,"0,02%","28,93%",33 005,30 530,35 480,"1 710,00",25/07/2016,1er,"5,18%","11,90"
2016-09-02,SPHC,SAPH CI,1 133,13 598 500,12 000,12 100,12 000,12 002,"0,00%","4,35%",12 000,11 100,12 900,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-02,ABJC,SERVAIR ABIDJAN CI,161,24 153 000,149 995,150 000,153 000,150 019,"2,00%","80,00%",153 000,141 525,164 475,"50,00",24/07/2016,1er,"1,18%","52,76"
2016-09-02,BNBC,BERNABE CI,6,1 020 000,164 505,170 000,170 000,170 000,"3,34%","-5,50%",170 000,157 250,182 750,"5 500,00",08/07/2016,1er,"3,24%","24,03"
2016-09-02,CFAC,CFAO MOTORS CI,3,315 000,104 600,105 000,105 000,105 000,"0,38%","15,38%",105 000,97 125,112 875,"2 297,70",29/07/2016,2eme,"2,19%","41,13"
2016-09-02,PRSC,TRACTAFRIC MOTORS CI,,,498 995,NC,NC,NC,,"23,21%",498 995,461 575,536 415,"13 050,00",29/07/2016,1er,"2,62%","28,70"
2016-09-02,SHEC,VIVO ENERGY CI,252,40 842 995,165 000,162 500,162 000,162 075,"-1,82%","133,51%",162 000,149 850,174 150,"1 665,00",27/07/2016,2eme,"1,03%","62,51"
2016-09-02,TTLC,TOTAL CI,299,5 921 255,20 000,19 995,19 500,19 804,"-2,50%","-6,92%",19 500,18 040,20 960,"485,00",30/08/2016,1er,"2,31%","45,35"
2016-09-02,TTLS,TOTAL SN,80,1 979 265,24 300,24 500,26 120,24 741,"7,49%","-0,31%",26 120,24 165,28 075,"935,00",25/07/2016,1er,"3,58%","21,53"
2016-09-02,STAC,SETAO CI,4,159 980,39 995,39 995,39 995,39 995,"0,00%","-24,12%",39 995,37 000,42 990,,,2eme,"0,00%","15,80"
2016-09-05,CABC,SICABLE CI,37,3 330 000,88 000,90 000,90 000,90 000,"2,27%","-27,13%",90 000,83 250,96 750,"1 200,00",28/07/2016,1er,"1,33%","19,00"
2016-09-05,FTSC,FILTISAC CI,161,4 187 740,26 015,26 015,26 000,26 011,"-0,06%","-13,32%",26 000,24 050,27 950,"161,27",18/08/2016,1er,"4,02%","23,33"
2016-09-05,NEIC,NEI-CEDA CI,21,73 500,3 500,3 500,3 500,3 500,"0,00%","-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-05,NTLC,NESTLE CI,,,59 000,NC,NC,NC,,"18,00%",59 000,54 575,63 425,"31,50",29/09/2011,2eme,"0,00%","20,77"
2016-09-05,SEMC,CROWN SIEM CI,,,50 605,NC,NC,NC,,"12,47%",50 605,46 810,54 400,"1 215,00",28/08/2015,2eme,-,"40,62"
2016-09-05,SIVC,AIR LIQUIDE CI,427,7 173 600,16 800,16 800,16 800,16 800,"0,00%","-16,00%",16 800,15 540,18 060,"630,00",18/08/2015,1er,-,"17,45"
2016-09-05,SLBC,SOLIBRA CI,21,3 948 105,195 000,188 005,188 005,188 005,"-3,59%","-1,05%",188 005,173 905,202 105,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-05,SMBC,SMB CI,78,2 165 800,28 000,27 650,28 000,27 767,"0,00%","47,37%",28 000,25 900,30 100,"450,00",19/07/2012,1er,"0,00%","9,86"
2016-09-05,STBC,SITAB CI,,,155 000,NC,NC,NC,,"-0,64%",155 000,143 375,166 625,"8 150,00",09/07/2016,1er,"5,26%","15,13"
2016-09-05,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-05,UNLC,UNILEVER CI,,,25 000,NC,NC,NC,,"0,00%",25 000,23 125,26 875,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-05,UNXC,UNIWAX CI,766,20 128 600,27 000,26 700,26 000,26 278,"-3,70%","-9,09%",26 000,24 050,27 950,"486,00",01/06/2016,2eme,"1,87%","22,37"
2016-09-05,CIEC,CIE CI,87,6 523 000,75 005,75 000,74 000,74 977,"-1,34%","5,72%",74 000,68 450,79 550,"2 661,75",30/04/2015,1er,-,"25,21"
2016-09-05,ONTBF,ONATEL BF,533,6 994 365,13 130,13 110,13 105,13 123,"-0,19%","-12,63%",13 105,12 125,14 085,"651,00",01/06/2016,1er,"4,97%","17,63"
2016-09-05,SDCC,SODECI,302,24 309 875,81 010,81 010,80 000,80 496,"-1,25%","-23,07%",80 000,74 000,86 000,"3 240,00",30/05/2016,1er,"4,05%","21,88"
2016-09-05,SNTS,SONATEL SN,5 689,130 299 855,22 950,22 950,22 860,22 904,"-0,39%","-8,56%",22 860,21 150,24 570,"1 500,00",15/05/2016,1er,"6,56%","10,34"
2016-09-05,BICC,BICICI,44,4 018 305,91 230,91 300,91 230,91 325,"0,00%","-9,67%",91 230,84 390,98 070,"2 771,41",24/07/2016,1er,"4,64%","16,52"
2016-09-05,BOAB,BOA BENIN,,,187 000,NC,NC,NC,,"43,85%",187 000,172 975,201 025,"8 100,00",17/05/2016,1er,"4,33%","15,03"
2016-09-05,BOABF,BOA BURKINA FASO,20,3 000 000,140 505,150 000,150 000,150 000,"6,76%","25,00%",150 000,138 750,161 250,"6 930,00",04/05/2016,1er,"4,46%","13,72"
2016-09-05,BOAC,BOA CI,14,2 401 420,179 995,171 605,171 505,171 530,"-4,72%","37,20%",171 505,158 645,184 365,"5 480,00",08/05/2016,1er,"3,62%","20,81"
2016-09-05,BOAN,BOA NIGER,16,1 520 220,95 005,95 010,95 015,95 014,"0,01%","11,78%",95 015,87 890,102 140,"4 910,00",19/05/2016,1er,"5,07%","16,39"
2016-09-05,BOAS,BOA SENEGAL,100,6 687 455,65 000,65 000,65 000,66 875,"6,92%","-12,03%",69 500,64 290,74 710,"750,00",01/08/2016,1er,"1,08%","40,12"
2016-09-05,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),1 377 519,39 986 526,29,29,30,29,"3,45%","-37,50%",30,28,32,"1,99",19/07/2013,1er,"0,00%","8,47"
2016-09-05,SAFC,SAFCA CI,,,28 500,NC,NC,NC,,"-13,64%",28 500,26 365,30 635,"23,04",31/07/2011,1er,"0,00%","52,15"
2016-09-05,SGBC,SGCI,10,1 330 000,135 000,133 000,133 000,133 000,"-1,48%","-0,74%",133 000,123 025,142 975,"5 228,00",28/06/2016,1er,"3,93%","15,31"
2016-09-05,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,8,2 128 835,265 600,266 100,266 105,266 104,"0,19%","-15,66%",266 105,246 150,286 060,"9 581,00",28/06/2016,1er,"3,60%","39,53"
2016-09-05,SVOC,MOVIS CI,12,57 720,4 810,4 810,4 810,4 810,"0,00%","-5,69%",4 810,4 450,5 170,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-05,PALC,PALM CÔTE D'IVOIRE,194,1 940 055,10 200,10 000,10 000,10 000,"-1,96%","-16,67%",10 000,9 250,10 750,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-05,SICC,SICOR CI,11,61 600,5 300,5 600,5 600,5 600,"5,66%","-32,29%",5 600,5 180,6 020,"1 919,00",25/10/2000,1er,"0,00%","49,24"
2016-09-05,SOGC,SOGB CI,,,33 005,NC,NC,NC,,"28,93%",33 005,30 530,35 480,"1 710,00",25/07/2016,1er,"5,18%","11,90"
2016-09-05,SPHC,SAPH CI,15,178 200,12 000,12 000,11 700,11 880,"-2,50%","1,74%",11 700,10 825,12 575,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-05,ABJC,SERVAIR ABIDJAN CI,29,4 321 040,153 000,153 000,145 000,149 001,"-5,23%","70,59%",145 000,134 125,155 875,"50,00",24/07/2016,1er,"1,24%","50,00"
2016-09-05,BNBC,BERNABE CI,35,5 754 040,170 000,165 000,162 505,164 401,"-4,41%","-9,67%",162 505,150 320,174 690,"5 500,00",08/07/2016,1er,"3,38%","22,97"
2016-09-05,CFAC,CFAO MOTORS CI,5,525 075,105 000,105 015,105 015,105 015,"0,01%","15,40%",105 015,97 140,112 890,"2 297,70",29/07/2016,2eme,"2,19%","41,13"
2016-09-05,PRSC,TRACTAFRIC MOTORS CI,,,498 995,NC,NC,NC,,"23,21%",498 995,461 575,536 415,"13 050,00",29/07/2016,1er,"1,01%","63,47"
2016-09-05,SHEC,VIVO ENERGY CI,1,164 500,162 000,164 500,164 500,164 500,"1,54%","137,12%",164 500,152 165,176 835,"1 665,00",27/07/2016,2eme,"1,01%","63,47"
2016-09-05,TTLC,TOTAL CI,1 083,20 609 330,19 500,19 450,18 995,19 030,"-2,59%","-9,33%",18 995,17 575,20 415,"485,00",30/08/2016,1er,"2,37%","44,17"
2016-09-05,TTLS,TOTAL SN,129,3 518 625,26 120,27 000,28 075,27 276,"7,48%","7,16%",28 075,25 970,30 180,"935,00",25/07/2016,1er,"3,33%","23,14"
2016-09-05,STAC,SETAO CI,,,39 995,NC,NC,NC,,"-24,12%",39 995,37 000,42 990,,,2eme,"0,00%","15,80"
2016-09-07,CABC,SICABLE CI,112,10 069 010,90 000,90 000,89 100,89 902,"-1,00%","-27,85%",89 100,82 420,95 780,"1 200,00",28/07/2016,1er,"1,35%","18,81"
2016-09-07,FTSC,FILTISAC CI,60,1 603 875,26 795,26 795,26 800,26 731,"0,02%","-10,65%",26 800,24 790,28 810,"161,27",18/08/2016,1er,"3,90%","24,05"
2016-09-07,NEIC,NEI-CEDA CI,,,3 500,NC,NC,NC,,"-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-07,NTLC,NESTLE CI,75,4 093 125,59 000,54 575,54 575,54 575,"-7,50%","9,15%",54 575,50 485,58 665,"31,50",29/09/2011,2eme,"0,00%","19,21"
2016-09-07,SEMC,CROWN SIEM CI,166,8 383 000,50 500,50 500,50 500,50 500,"0,00%","12,23%",50 500,46 715,54 285,"1 215,00",28/08/2015,2eme,-,"40,54"
2016-09-07,SIVC,AIR LIQUIDE CI,6 588,108 708 000,16 500,16 700,16 500,16 501,"0,00%","-17,50%",16 500,15 265,17 735,"630,00",18/08/2015,1er,-,"17,14"
2016-09-07,SLBC,SOLIBRA CI,,,188 005,NC,NC,NC,,"-1,05%",188 005,173 905,202 105,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-07,SMBC,SMB CI,47,1 307 050,28 000,28 000,27 710,27 810,"-1,04%","45,84%",27 710,25 635,29 785,"450,00",19/07/2012,1er,"0,00%","9,76"
2016-09-07,STBC,SITAB CI,1,154 000,154 000,154 000,154 000,154 000,"0,00%","-1,28%",154 000,142 450,165 550,"8 150,00",09/07/2016,1er,"5,29%","15,03"
2016-09-07,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
